Date,Area,Type,Value,Year,Month
1924-07-01,Eureka,Precipitation,0,1924,7
1924-08-01,Eureka,Precipitation,0.03,1924,8
1924-09-01,Eureka,Precipitation,0.01,1924,9
1924-10-01,Eureka,Precipitation,0.22,1924,10
1924-11-01,Eureka,Precipitation,0.21,1924,11
1924-12-01,Eureka,Precipitation,0.13,1924,12
1925-01-01,Eureka,Precipitation,0.13,1925,1
1925-02-01,Eureka,Precipitation,0.23,1925,2
1925-03-01,Eureka,Precipitation,0.07,1925,3
1925-04-01,Eureka,Precipitation,0.25,1925,4
1925-05-01,Eureka,Precipitation,0.08,1925,5
1925-06-01,Eureka,Precipitation,0.01,1925,6
1925-07-01,Eureka,Precipitation,NA,1925,7
1925-08-01,Eureka,Precipitation,0.01,1925,8
1925-09-01,Eureka,Precipitation,0.12,1925,9
1925-10-01,Eureka,Precipitation,0.03,1925,10
1925-11-01,Eureka,Precipitation,0.12,1925,11
1925-12-01,Eureka,Precipitation,0.16,1925,12
1926-01-01,Eureka,Precipitation,0.15,1926,1
1926-02-01,Eureka,Precipitation,0.24,1926,2
1926-03-01,Eureka,Precipitation,0,1926,3
1926-04-01,Eureka,Precipitation,0.03,1926,4
1926-05-01,Eureka,Precipitation,0.04,1926,5
1926-06-01,Eureka,Precipitation,NA,1926,6
1926-07-01,Eureka,Precipitation,0,1926,7
1926-08-01,Eureka,Precipitation,0.02,1926,8
1926-09-01,Eureka,Precipitation,0.01,1926,9
1926-10-01,Eureka,Precipitation,0.11,1926,10
1926-11-01,Eureka,Precipitation,0.46,1926,11
1926-12-01,Eureka,Precipitation,0.21,1926,12
1927-01-01,Eureka,Precipitation,0.19,1927,1
1927-02-01,Eureka,Precipitation,0.37,1927,2
1927-03-01,Eureka,Precipitation,0.13,1927,3
1927-04-01,Eureka,Precipitation,0.11,1927,4
1927-05-01,Eureka,Precipitation,0.05,1927,5
1927-06-01,Eureka,Precipitation,0.03,1927,6
1927-07-01,Eureka,Precipitation,0,1927,7
1927-08-01,Eureka,Precipitation,0,1927,8
1927-09-01,Eureka,Precipitation,0.03,1927,9
1927-10-01,Eureka,Precipitation,0.04,1927,10
1927-11-01,Eureka,Precipitation,0.2,1927,11
1927-12-01,Eureka,Precipitation,0.1,1927,12
1928-01-01,Eureka,Precipitation,0.11,1928,1
1928-02-01,Eureka,Precipitation,0.1,1928,2
1928-03-01,Eureka,Precipitation,0.23,1928,3
1928-04-01,Eureka,Precipitation,0.2,1928,4
1928-05-01,Eureka,Precipitation,0,1928,5
1928-06-01,Eureka,Precipitation,0.01,1928,6
1928-07-01,Eureka,Precipitation,0,1928,7
1928-08-01,Eureka,Precipitation,0,1928,8
1928-09-01,Eureka,Precipitation,NA,1928,9
1928-10-01,Eureka,Precipitation,0.07,1928,10
1928-11-01,Eureka,Precipitation,0.16,1928,11
1928-12-01,Eureka,Precipitation,0.25,1928,12
1929-01-01,Eureka,Precipitation,0.14,1929,1
1929-02-01,Eureka,Precipitation,0.07,1929,2
1929-03-01,Eureka,Precipitation,0.07,1929,3
1929-04-01,Eureka,Precipitation,0.09,1929,4
1929-05-01,Eureka,Precipitation,0,1929,5
1929-06-01,Eureka,Precipitation,0.08,1929,6
1929-07-01,Eureka,Precipitation,NA,1929,7
1929-08-01,Eureka,Precipitation,0,1929,8
1929-09-01,Eureka,Precipitation,0,1929,9
1929-10-01,Eureka,Precipitation,0.01,1929,10
1929-11-01,Eureka,Precipitation,NA,1929,11
1929-12-01,Eureka,Precipitation,0.23,1929,12
1930-01-01,Eureka,Precipitation,0.2,1930,1
1930-02-01,Eureka,Precipitation,0.18,1930,2
1930-03-01,Eureka,Precipitation,0.04,1930,3
1930-04-01,Eureka,Precipitation,0.08,1930,4
1930-05-01,Eureka,Precipitation,0.03,1930,5
1930-06-01,Eureka,Precipitation,0,1930,6
1930-07-01,Eureka,Precipitation,NA,1930,7
1930-08-01,Eureka,Precipitation,NA,1930,8
1930-09-01,Eureka,Precipitation,0.04,1930,9
1930-10-01,Eureka,Precipitation,0.04,1930,10
1930-11-01,Eureka,Precipitation,0.11,1930,11
1930-12-01,Eureka,Precipitation,0.08,1930,12
1931-01-01,Eureka,Precipitation,0.13,1931,1
1931-02-01,Eureka,Precipitation,0.09,1931,2
1931-03-01,Eureka,Precipitation,0.11,1931,3
1931-04-01,Eureka,Precipitation,0.05,1931,4
1931-05-01,Eureka,Precipitation,0.02,1931,5
1931-06-01,Eureka,Precipitation,0.04,1931,6
1931-07-01,Eureka,Precipitation,0,1931,7
1931-08-01,Eureka,Precipitation,0,1931,8
1931-09-01,Eureka,Precipitation,0.02,1931,9
1931-10-01,Eureka,Precipitation,0.07,1931,10
1931-11-01,Eureka,Precipitation,0.19,1931,11
1931-12-01,Eureka,Precipitation,0.29,1931,12
1932-01-01,Eureka,Precipitation,0.22,1932,1
1932-02-01,Eureka,Precipitation,0.04,1932,2
1932-03-01,Eureka,Precipitation,0.15,1932,3
1932-04-01,Eureka,Precipitation,0.16,1932,4
1932-05-01,Eureka,Precipitation,0.05,1932,5
1932-06-01,Eureka,Precipitation,0,1932,6
1932-07-01,Eureka,Precipitation,0,1932,7
1932-08-01,Eureka,Precipitation,0,1932,8
1932-09-01,Eureka,Precipitation,0,1932,9
1932-10-01,Eureka,Precipitation,0.04,1932,10
1932-11-01,Eureka,Precipitation,0.17,1932,11
1932-12-01,Eureka,Precipitation,0.18,1932,12
1933-01-01,Eureka,Precipitation,0.23,1933,1
1933-02-01,Eureka,Precipitation,0.11,1933,2
1933-03-01,Eureka,Precipitation,0.23,1933,3
1933-04-01,Eureka,Precipitation,0.03,1933,4
1933-05-01,Eureka,Precipitation,0.14,1933,5
1933-06-01,Eureka,Precipitation,0.01,1933,6
1933-07-01,Eureka,Precipitation,NA,1933,7
1933-08-01,Eureka,Precipitation,0,1933,8
1933-09-01,Eureka,Precipitation,0.02,1933,9
1933-10-01,Eureka,Precipitation,0.07,1933,10
1933-11-01,Eureka,Precipitation,0.01,1933,11
1933-12-01,Eureka,Precipitation,0.21,1933,12
1934-01-01,Eureka,Precipitation,0.12,1934,1
1934-02-01,Eureka,Precipitation,0.08,1934,2
1934-03-01,Eureka,Precipitation,0.12,1934,3
1934-04-01,Eureka,Precipitation,0.06,1934,4
1934-05-01,Eureka,Precipitation,0.04,1934,5
1934-06-01,Eureka,Precipitation,0.01,1934,6
1934-07-01,Eureka,Precipitation,NA,1934,7
1934-08-01,Eureka,Precipitation,0,1934,8
1934-09-01,Eureka,Precipitation,0.02,1934,9
1934-10-01,Eureka,Precipitation,0.13,1934,10
1934-11-01,Eureka,Precipitation,0.29,1934,11
1934-12-01,Eureka,Precipitation,0.17,1934,12
1935-01-01,Eureka,Precipitation,0.23,1935,1
1935-02-01,Eureka,Precipitation,0.1,1935,2
1935-03-01,Eureka,Precipitation,0.18,1935,3
1935-04-01,Eureka,Precipitation,0.16,1935,4
1935-05-01,Eureka,Precipitation,0.01,1935,5
1935-06-01,Eureka,Precipitation,0.01,1935,6
1935-07-01,Eureka,Precipitation,0,1935,7
1935-08-01,Eureka,Precipitation,NA,1935,8
1935-09-01,Eureka,Precipitation,0.04,1935,9
1935-10-01,Eureka,Precipitation,0.1,1935,10
1935-11-01,Eureka,Precipitation,0.05,1935,11
1935-12-01,Eureka,Precipitation,0.22,1935,12
1936-01-01,Eureka,Precipitation,0.29,1936,1
1936-02-01,Eureka,Precipitation,0.2,1936,2
1936-03-01,Eureka,Precipitation,0.06,1936,3
1936-04-01,Eureka,Precipitation,0.07,1936,4
1936-05-01,Eureka,Precipitation,0.07,1936,5
1936-06-01,Eureka,Precipitation,0.04,1936,6
1936-07-01,Eureka,Precipitation,0,1936,7
1936-08-01,Eureka,Precipitation,NA,1936,8
1936-09-01,Eureka,Precipitation,0,1936,9
1936-10-01,Eureka,Precipitation,0.02,1936,10
1936-11-01,Eureka,Precipitation,0,1936,11
1936-12-01,Eureka,Precipitation,0.13,1936,12
1937-01-01,Eureka,Precipitation,0.14,1937,1
1937-02-01,Eureka,Precipitation,0.19,1937,2
1937-03-01,Eureka,Precipitation,0.23,1937,3
1937-04-01,Eureka,Precipitation,0.22,1937,4
1937-05-01,Eureka,Precipitation,0.03,1937,5
1937-06-01,Eureka,Precipitation,0.05,1937,6
1937-07-01,Eureka,Precipitation,0,1937,7
1937-08-01,Eureka,Precipitation,0,1937,8
1937-09-01,Eureka,Precipitation,0.01,1937,9
1937-10-01,Eureka,Precipitation,0.14,1937,10
1937-11-01,Eureka,Precipitation,0.37,1937,11
1937-12-01,Eureka,Precipitation,0.14,1937,12
1938-01-01,Eureka,Precipitation,0.2,1938,1
1938-02-01,Eureka,Precipitation,0.5,1938,2
1938-03-01,Eureka,Precipitation,0.45,1938,3
1938-04-01,Eureka,Precipitation,0.07,1938,4
1938-05-01,Eureka,Precipitation,0.01,1938,5
1938-06-01,Eureka,Precipitation,0,1938,6
1938-07-01,Eureka,Precipitation,NA,1938,7
1938-08-01,Eureka,Precipitation,NA,1938,8
1938-09-01,Eureka,Precipitation,0.06,1938,9
1938-10-01,Eureka,Precipitation,0.11,1938,10
1938-11-01,Eureka,Precipitation,0.1,1938,11
1938-12-01,Eureka,Precipitation,0.19,1938,12
1939-01-01,Eureka,Precipitation,0.14,1939,1
1939-02-01,Eureka,Precipitation,0.16,1939,2
1939-03-01,Eureka,Precipitation,0.16,1939,3
1939-04-01,Eureka,Precipitation,0.01,1939,4
1939-05-01,Eureka,Precipitation,0.06,1939,5
1939-06-01,Eureka,Precipitation,0.02,1939,6
1939-07-01,Eureka,Precipitation,0.01,1939,7
1939-08-01,Eureka,Precipitation,0,1939,8
1939-09-01,Eureka,Precipitation,0,1939,9
1939-10-01,Eureka,Precipitation,0.06,1939,10
1939-11-01,Eureka,Precipitation,0.03,1939,11
1939-12-01,Eureka,Precipitation,0.39,1939,12
1940-01-01,Eureka,Precipitation,0.14,1940,1
1940-02-01,Eureka,Precipitation,0.33,1940,2
1940-03-01,Eureka,Precipitation,0.24,1940,3
1940-04-01,Eureka,Precipitation,0.03,1940,4
1940-05-01,Eureka,Precipitation,0.08,1940,5
1940-06-01,Eureka,Precipitation,0.01,1940,6
1940-07-01,Eureka,Precipitation,0,1940,7
1940-08-01,Eureka,Precipitation,0,1940,8
1940-09-01,Eureka,Precipitation,0.03,1940,9
1940-10-01,Eureka,Precipitation,0.13,1940,10
1940-11-01,Eureka,Precipitation,0.08,1940,11
1940-12-01,Eureka,Precipitation,0.29,1940,12
1941-01-01,Eureka,Precipitation,0.37,1941,1
1941-02-01,Eureka,Precipitation,0.24,1941,2
1941-03-01,Eureka,Precipitation,0.14,1941,3
1941-04-01,Eureka,Precipitation,0.15,1941,4
1941-05-01,Eureka,Precipitation,0.12,1941,5
1941-06-01,Eureka,Precipitation,0.05,1941,6
1941-07-01,Eureka,Precipitation,0,1941,7
1941-08-01,Eureka,Precipitation,0.01,1941,8
1941-09-01,Eureka,Precipitation,0.02,1941,9
1941-10-01,Eureka,Precipitation,0.09,1941,10
1941-11-01,Eureka,Precipitation,0.13,1941,11
1941-12-01,Eureka,Precipitation,0.42,1941,12
1942-01-01,Eureka,Precipitation,0.13,1942,1
1942-02-01,Eureka,Precipitation,0.22,1942,2
1942-03-01,Eureka,Precipitation,0.06,1942,3
1942-04-01,Eureka,Precipitation,0.14,1942,4
1942-05-01,Eureka,Precipitation,0.18,1942,5
1942-06-01,Eureka,Precipitation,0.02,1942,6
1942-07-01,Eureka,Precipitation,0,1942,7
1942-08-01,Eureka,Precipitation,0,1942,8
1942-09-01,Eureka,Precipitation,0,1942,9
1942-10-01,Eureka,Precipitation,0.04,1942,10
1942-11-01,Eureka,Precipitation,0.29,1942,11
1942-12-01,Eureka,Precipitation,0.27,1942,12
1943-01-01,Eureka,Precipitation,0.17,1943,1
1943-02-01,Eureka,Precipitation,0.13,1943,2
1943-03-01,Eureka,Precipitation,0.19,1943,3
1943-04-01,Eureka,Precipitation,0.11,1943,4
1943-05-01,Eureka,Precipitation,0.14,1943,5
1943-06-01,Eureka,Precipitation,0.02,1943,6
1943-07-01,Eureka,Precipitation,0,1943,7
1943-08-01,Eureka,Precipitation,0.01,1943,8
1943-09-01,Eureka,Precipitation,0,1943,9
1943-10-01,Eureka,Precipitation,0.15,1943,10
1943-11-01,Eureka,Precipitation,0.12,1943,11
1943-12-01,Eureka,Precipitation,0.05,1943,12
1944-01-01,Eureka,Precipitation,0.09,1944,1
1944-02-01,Eureka,Precipitation,0.12,1944,2
1944-03-01,Eureka,Precipitation,0.07,1944,3
1944-04-01,Eureka,Precipitation,0.14,1944,4
1944-05-01,Eureka,Precipitation,0.11,1944,5
1944-06-01,Eureka,Precipitation,0.04,1944,6
1944-07-01,Eureka,Precipitation,0,1944,7
1944-08-01,Eureka,Precipitation,0.01,1944,8
1944-09-01,Eureka,Precipitation,0.01,1944,9
1944-10-01,Eureka,Precipitation,0.09,1944,10
1944-11-01,Eureka,Precipitation,0.3,1944,11
1944-12-01,Eureka,Precipitation,0.19,1944,12
1945-01-01,Eureka,Precipitation,0.12,1945,1
1945-02-01,Eureka,Precipitation,0.34,1945,2
1945-03-01,Eureka,Precipitation,0.19,1945,3
1945-04-01,Eureka,Precipitation,0.08,1945,4
1945-05-01,Eureka,Precipitation,0.11,1945,5
1945-06-01,Eureka,Precipitation,NA,1945,6
1945-07-01,Eureka,Precipitation,NA,1945,7
1945-08-01,Eureka,Precipitation,0,1945,8
1945-09-01,Eureka,Precipitation,0.04,1945,9
1945-10-01,Eureka,Precipitation,0.11,1945,10
1945-11-01,Eureka,Precipitation,0.32,1945,11
1945-12-01,Eureka,Precipitation,0.32,1945,12
1946-01-01,Eureka,Precipitation,0.14,1946,1
1946-02-01,Eureka,Precipitation,0.18,1946,2
1946-03-01,Eureka,Precipitation,0.15,1946,3
1946-04-01,Eureka,Precipitation,0.01,1946,4
1946-05-01,Eureka,Precipitation,0.04,1946,5
1946-06-01,Eureka,Precipitation,0.01,1946,6
1946-07-01,Eureka,Precipitation,0,1946,7
1946-08-01,Eureka,Precipitation,0,1946,8
1946-09-01,Eureka,Precipitation,0.01,1946,9
1946-10-01,Eureka,Precipitation,0.07,1946,10
1946-11-01,Eureka,Precipitation,0.15,1946,11
1946-12-01,Eureka,Precipitation,0.05,1946,12
1947-01-01,Eureka,Precipitation,0.13,1947,1
1947-02-01,Eureka,Precipitation,0.05,1947,2
1947-03-01,Eureka,Precipitation,0.13,1947,3
1947-04-01,Eureka,Precipitation,0.06,1947,4
1947-05-01,Eureka,Precipitation,0.01,1947,5
1947-06-01,Eureka,Precipitation,0.05,1947,6
1947-07-01,Eureka,Precipitation,0.04,1947,7
1947-08-01,Eureka,Precipitation,0,1947,8
1947-09-01,Eureka,Precipitation,0.02,1947,9
1947-10-01,Eureka,Precipitation,0.21,1947,10
1947-11-01,Eureka,Precipitation,0.06,1947,11
1947-12-01,Eureka,Precipitation,0.1,1947,12
1948-01-01,Eureka,Precipitation,0.27,1948,1
1948-02-01,Eureka,Precipitation,0.18,1948,2
1948-03-01,Eureka,Precipitation,0.2,1948,3
1948-04-01,Eureka,Precipitation,0.22,1948,4
1948-05-01,Eureka,Precipitation,0.07,1948,5
1948-06-01,Eureka,Precipitation,0.03,1948,6
1948-07-01,Eureka,Precipitation,0.01,1948,7
1948-08-01,Eureka,Precipitation,0,1948,8
1948-09-01,Eureka,Precipitation,0.06,1948,9
1948-10-01,Eureka,Precipitation,0.11,1948,10
1948-11-01,Eureka,Precipitation,0.11,1948,11
1948-12-01,Eureka,Precipitation,0.24,1948,12
1949-01-01,Eureka,Precipitation,0.05,1949,1
1949-02-01,Eureka,Precipitation,0.22,1949,2
1949-03-01,Eureka,Precipitation,0.22,1949,3
1949-04-01,Eureka,Precipitation,0.01,1949,4
1949-05-01,Eureka,Precipitation,0.08,1949,5
1949-06-01,Eureka,Precipitation,0,1949,6
1949-07-01,Eureka,Precipitation,0.01,1949,7
1949-08-01,Eureka,Precipitation,0,1949,8
1949-09-01,Eureka,Precipitation,0.02,1949,9
1949-10-01,Eureka,Precipitation,0.07,1949,10
1949-11-01,Eureka,Precipitation,0.11,1949,11
1949-12-01,Eureka,Precipitation,0.14,1949,12
1950-01-01,Eureka,Precipitation,0.44,1950,1
1950-02-01,Eureka,Precipitation,0.16,1950,2
1950-03-01,Eureka,Precipitation,0.25,1950,3
1950-04-01,Eureka,Precipitation,0.06,1950,4
1950-05-01,Eureka,Precipitation,0.04,1950,5
1950-06-01,Eureka,Precipitation,0.03,1950,6
1950-07-01,Eureka,Precipitation,0,1950,7
1950-08-01,Eureka,Precipitation,0,1950,8
1950-09-01,Eureka,Precipitation,0.01,1950,9
1950-10-01,Eureka,Precipitation,0.42,1950,10
1950-11-01,Eureka,Precipitation,0.11,1950,11
1950-12-01,Eureka,Precipitation,0.19,1950,12
1951-01-01,Eureka,Precipitation,0.27,1951,1
1951-02-01,Eureka,Precipitation,0.27,1951,2
1951-03-01,Eureka,Precipitation,0.13,1951,3
1951-04-01,Eureka,Precipitation,0.07,1951,4
1951-05-01,Eureka,Precipitation,0.04,1951,5
1951-06-01,Eureka,Precipitation,NA,1951,6
1951-07-01,Eureka,Precipitation,0,1951,7
1951-08-01,Eureka,Precipitation,0,1951,8
1951-09-01,Eureka,Precipitation,0.03,1951,9
1951-10-01,Eureka,Precipitation,0.13,1951,10
1951-11-01,Eureka,Precipitation,0.26,1951,11
1951-12-01,Eureka,Precipitation,0.29,1951,12
1952-01-01,Eureka,Precipitation,0.34,1952,1
1952-02-01,Eureka,Precipitation,0.21,1952,2
1952-03-01,Eureka,Precipitation,0.12,1952,3
1952-04-01,Eureka,Precipitation,0.04,1952,4
1952-05-01,Eureka,Precipitation,0.06,1952,5
1952-06-01,Eureka,Precipitation,0.07,1952,6
1952-07-01,Eureka,Precipitation,NA,1952,7
1952-08-01,Eureka,Precipitation,0,1952,8
1952-09-01,Eureka,Precipitation,0.02,1952,9
1952-10-01,Eureka,Precipitation,0.02,1952,10
1952-11-01,Eureka,Precipitation,0.07,1952,11
1952-12-01,Eureka,Precipitation,0.38,1952,12
1953-01-01,Eureka,Precipitation,0.41,1953,1
1953-02-01,Eureka,Precipitation,0.12,1953,2
1953-03-01,Eureka,Precipitation,0.19,1953,3
1953-04-01,Eureka,Precipitation,0.11,1953,4
1953-05-01,Eureka,Precipitation,0.19,1953,5
1953-06-01,Eureka,Precipitation,0.04,1953,6
1953-07-01,Eureka,Precipitation,NA,1953,7
1953-08-01,Eureka,Precipitation,0.01,1953,8
1953-09-01,Eureka,Precipitation,0.02,1953,9
1953-10-01,Eureka,Precipitation,0.12,1953,10
1953-11-01,Eureka,Precipitation,0.32,1953,11
1953-12-01,Eureka,Precipitation,0.12,1953,12
1954-01-01,Eureka,Precipitation,0.38,1954,1
1954-02-01,Eureka,Precipitation,0.12,1954,2
1954-03-01,Eureka,Precipitation,0.12,1954,3
1954-04-01,Eureka,Precipitation,0.09,1954,4
1954-05-01,Eureka,Precipitation,0.01,1954,5
1954-06-01,Eureka,Precipitation,0.09,1954,6
1954-07-01,Eureka,Precipitation,0,1954,7
1954-08-01,Eureka,Precipitation,0.04,1954,8
1954-09-01,Eureka,Precipitation,0.03,1954,9
1954-10-01,Eureka,Precipitation,0.05,1954,10
1954-11-01,Eureka,Precipitation,0.17,1954,11
1954-12-01,Eureka,Precipitation,0.31,1954,12
1955-01-01,Eureka,Precipitation,0.18,1955,1
1955-02-01,Eureka,Precipitation,0.07,1955,2
1955-03-01,Eureka,Precipitation,0.06,1955,3
1955-04-01,Eureka,Precipitation,0.19,1955,4
1955-05-01,Eureka,Precipitation,0,1955,5
1955-06-01,Eureka,Precipitation,0,1955,6
1955-07-01,Eureka,Precipitation,0.01,1955,7
1955-08-01,Eureka,Precipitation,NA,1955,8
1955-09-01,Eureka,Precipitation,0.04,1955,9
1955-10-01,Eureka,Precipitation,0.09,1955,10
1955-11-01,Eureka,Precipitation,0.19,1955,11
1955-12-01,Eureka,Precipitation,0.38,1955,12
1956-01-01,Eureka,Precipitation,0.37,1956,1
1956-02-01,Eureka,Precipitation,0.26,1956,2
1956-03-01,Eureka,Precipitation,0.08,1956,3
1956-04-01,Eureka,Precipitation,0.01,1956,4
1956-05-01,Eureka,Precipitation,0.05,1956,5
1956-06-01,Eureka,Precipitation,0.06,1956,6
1956-07-01,Eureka,Precipitation,0,1956,7
1956-08-01,Eureka,Precipitation,NA,1956,8
1956-09-01,Eureka,Precipitation,0.01,1956,9
1956-10-01,Eureka,Precipitation,0.18,1956,10
1956-11-01,Eureka,Precipitation,0.02,1956,11
1956-12-01,Eureka,Precipitation,0.23,1956,12
1957-01-01,Eureka,Precipitation,0.14,1957,1
1957-02-01,Eureka,Precipitation,0.16,1957,2
1957-03-01,Eureka,Precipitation,0.28,1957,3
1957-04-01,Eureka,Precipitation,0.07,1957,4
1957-05-01,Eureka,Precipitation,0.11,1957,5
1957-06-01,Eureka,Precipitation,0.01,1957,6
1957-07-01,Eureka,Precipitation,0.01,1957,7
1957-08-01,Eureka,Precipitation,0,1957,8
1957-09-01,Eureka,Precipitation,0.05,1957,9
1957-10-01,Eureka,Precipitation,0.19,1957,10
1957-11-01,Eureka,Precipitation,0.15,1957,11
1957-12-01,Eureka,Precipitation,0.18,1957,12
1958-01-01,Eureka,Precipitation,0.28,1958,1
1958-02-01,Eureka,Precipitation,0.39,1958,2
1958-03-01,Eureka,Precipitation,0.2,1958,3
1958-04-01,Eureka,Precipitation,0.12,1958,4
1958-05-01,Eureka,Precipitation,0.04,1958,5
1958-06-01,Eureka,Precipitation,0.02,1958,6
1958-07-01,Eureka,Precipitation,0,1958,7
1958-08-01,Eureka,Precipitation,NA,1958,8
1958-09-01,Eureka,Precipitation,0.03,1958,9
1958-10-01,Eureka,Precipitation,0.04,1958,10
1958-11-01,Eureka,Precipitation,0.12,1958,11
1958-12-01,Eureka,Precipitation,0.13,1958,12
1959-01-01,Eureka,Precipitation,0.23,1959,1
1959-02-01,Eureka,Precipitation,0.38,1959,2
1959-03-01,Eureka,Precipitation,0.11,1959,3
1959-04-01,Eureka,Precipitation,0.02,1959,4
1959-05-01,Eureka,Precipitation,0.03,1959,5
1959-06-01,Eureka,Precipitation,0.01,1959,6
1959-07-01,Eureka,Precipitation,NA,1959,7
1959-08-01,Eureka,Precipitation,0,1959,8
1959-09-01,Eureka,Precipitation,0.05,1959,9
1959-10-01,Eureka,Precipitation,0.02,1959,10
1959-11-01,Eureka,Precipitation,0.01,1959,11
1959-12-01,Eureka,Precipitation,0.12,1959,12
1960-01-01,Eureka,Precipitation,0.12,1960,1
1960-02-01,Eureka,Precipitation,0.26,1960,2
1960-03-01,Eureka,Precipitation,0.26,1960,3
1960-04-01,Eureka,Precipitation,0.1,1960,4
1960-05-01,Eureka,Precipitation,0.2,1960,5
1960-06-01,Eureka,Precipitation,NA,1960,6
1960-07-01,Eureka,Precipitation,0,1960,7
1960-08-01,Eureka,Precipitation,0,1960,8
1960-09-01,Eureka,Precipitation,0,1960,9
1960-10-01,Eureka,Precipitation,0.04,1960,10
1960-11-01,Eureka,Precipitation,0.33,1960,11
1960-12-01,Eureka,Precipitation,0.16,1960,12
1961-01-01,Eureka,Precipitation,0.15,1961,1
1961-02-01,Eureka,Precipitation,0.27,1961,2
1961-03-01,Eureka,Precipitation,0.25,1961,3
1961-04-01,Eureka,Precipitation,0.12,1961,4
1961-05-01,Eureka,Precipitation,0.13,1961,5
1961-06-01,Eureka,Precipitation,0.02,1961,6
1961-07-01,Eureka,Precipitation,0,1961,7
1961-08-01,Eureka,Precipitation,0.01,1961,8
1961-09-01,Eureka,Precipitation,0.02,1961,9
1961-10-01,Eureka,Precipitation,0.07,1961,10
1961-11-01,Eureka,Precipitation,0.19,1961,11
1961-12-01,Eureka,Precipitation,0.11,1961,12
1962-01-01,Eureka,Precipitation,0.11,1962,1
1962-02-01,Eureka,Precipitation,0.22,1962,2
1962-03-01,Eureka,Precipitation,0.13,1962,3
1962-04-01,Eureka,Precipitation,0.09,1962,4
1962-05-01,Eureka,Precipitation,0.02,1962,5
1962-06-01,Eureka,Precipitation,0,1962,6
1962-07-01,Eureka,Precipitation,NA,1962,7
1962-08-01,Eureka,Precipitation,0.06,1962,8
1962-09-01,Eureka,Precipitation,0.02,1962,9
1962-10-01,Eureka,Precipitation,0.21,1962,10
1962-11-01,Eureka,Precipitation,0.23,1962,11
1962-12-01,Eureka,Precipitation,0.08,1962,12
1963-01-01,Eureka,Precipitation,0.05,1963,1
1963-02-01,Eureka,Precipitation,0.17,1963,2
1963-03-01,Eureka,Precipitation,0.2,1963,3
1963-04-01,Eureka,Precipitation,0.36,1963,4
1963-05-01,Eureka,Precipitation,0.06,1963,5
1963-06-01,Eureka,Precipitation,0.01,1963,6
1963-07-01,Eureka,Precipitation,0,1963,7
1963-08-01,Eureka,Precipitation,0,1963,8
1963-09-01,Eureka,Precipitation,0.02,1963,9
1963-10-01,Eureka,Precipitation,0.17,1963,10
1963-11-01,Eureka,Precipitation,0.23,1963,11
1963-12-01,Eureka,Precipitation,0.1,1963,12
1964-01-01,Eureka,Precipitation,0.36,1964,1
1964-02-01,Eureka,Precipitation,0.04,1964,2
1964-03-01,Eureka,Precipitation,0.19,1964,3
1964-04-01,Eureka,Precipitation,0.02,1964,4
1964-05-01,Eureka,Precipitation,0.05,1964,5
1964-06-01,Eureka,Precipitation,0.02,1964,6
1964-07-01,Eureka,Precipitation,0.03,1964,7
1964-08-01,Eureka,Precipitation,0,1964,8
1964-09-01,Eureka,Precipitation,0,1964,9
1964-10-01,Eureka,Precipitation,0.06,1964,10
1964-11-01,Eureka,Precipitation,0.4,1964,11
1964-12-01,Eureka,Precipitation,0.35,1964,12
1965-01-01,Eureka,Precipitation,0.19,1965,1
1965-02-01,Eureka,Precipitation,0.05,1965,2
1965-03-01,Eureka,Precipitation,0.04,1965,3
1965-04-01,Eureka,Precipitation,0.19,1965,4
1965-05-01,Eureka,Precipitation,0.01,1965,5
1965-06-01,Eureka,Precipitation,0.01,1965,6
1965-07-01,Eureka,Precipitation,NA,1965,7
1965-08-01,Eureka,Precipitation,0.01,1965,8
1965-09-01,Eureka,Precipitation,NA,1965,9
1965-10-01,Eureka,Precipitation,0.02,1965,10
1965-11-01,Eureka,Precipitation,0.17,1965,11
1965-12-01,Eureka,Precipitation,0.17,1965,12
1966-01-01,Eureka,Precipitation,0.3,1966,1
1966-02-01,Eureka,Precipitation,0.11,1966,2
1966-03-01,Eureka,Precipitation,0.21,1966,3
1966-04-01,Eureka,Precipitation,0.04,1966,4
1966-05-01,Eureka,Precipitation,0,1966,5
1966-06-01,Eureka,Precipitation,0.01,1966,6
1966-07-01,Eureka,Precipitation,0.01,1966,7
1966-08-01,Eureka,Precipitation,0.02,1966,8
1966-09-01,Eureka,Precipitation,0.04,1966,9
1966-10-01,Eureka,Precipitation,0.03,1966,10
1966-11-01,Eureka,Precipitation,0.33,1966,11
1966-12-01,Eureka,Precipitation,0.21,1966,12
1967-01-01,Eureka,Precipitation,0.29,1967,1
1967-02-01,Eureka,Precipitation,0.05,1967,2
1967-03-01,Eureka,Precipitation,0.24,1967,3
1967-04-01,Eureka,Precipitation,0.18,1967,4
1967-05-01,Eureka,Precipitation,0.05,1967,5
1967-06-01,Eureka,Precipitation,0.01,1967,6
1967-07-01,Eureka,Precipitation,0,1967,7
1967-08-01,Eureka,Precipitation,NA,1967,8
1967-09-01,Eureka,Precipitation,0.04,1967,9
1967-10-01,Eureka,Precipitation,0.07,1967,10
1967-11-01,Eureka,Precipitation,0.15,1967,11
1967-12-01,Eureka,Precipitation,0.14,1967,12
1968-01-01,Eureka,Precipitation,0.24,1968,1
