Date,drought_severity,drought_percent,wetness_severity,wetness_percent,0,-9,Year,Month,Day
1930-05-01,D3,0,W2,0,44.5,0,1930,05,01
1930-05-01,D3,0,W3,0,44.5,0,1930,05,01
1930-05-01,D3,0,W4,0,44.5,0,1930,05,01
1930-05-01,D4,0,W0,4.7,44.5,0,1930,05,01
1930-05-01,D4,0,W1,1.1,44.5,0,1930,05,01
1930-05-01,D4,0,W2,0,44.5,0,1930,05,01
1930-05-01,D4,0,W3,0,44.5,0,1930,05,01
1930-05-01,D4,0,W4,0,44.5,0,1930,05,01
1930-06-01,D0,51.2,W0,0.5,48.4,0,1930,06,01
1930-06-01,D0,51.2,W1,0,48.4,0,1930,06,01
1930-06-01,D0,51.2,W2,0,48.4,0,1930,06,01
1930-06-01,D0,51.2,W3,0,48.4,0,1930,06,01
1930-06-01,D0,51.2,W4,0,48.4,0,1930,06,01
1930-06-01,D1,23.4,W0,0.5,48.4,0,1930,06,01
1930-06-01,D1,23.4,W1,0,48.4,0,1930,06,01
1930-06-01,D1,23.4,W2,0,48.4,0,1930,06,01
1930-06-01,D1,23.4,W3,0,48.4,0,1930,06,01
1930-06-01,D1,23.4,W4,0,48.4,0,1930,06,01
1930-06-01,D2,0.7,W0,0.5,48.4,0,1930,06,01
1930-06-01,D2,0.7,W1,0,48.4,0,1930,06,01
1930-06-01,D2,0.7,W2,0,48.4,0,1930,06,01
1930-06-01,D2,0.7,W3,0,48.4,0,1930,06,01
1930-06-01,D2,0.7,W4,0,48.4,0,1930,06,01
1930-06-01,D3,0,W0,0.5,48.4,0,1930,06,01
1930-06-01,D3,0,W1,0,48.4,0,1930,06,01
1930-06-01,D3,0,W2,0,48.4,0,1930,06,01
1930-06-01,D3,0,W3,0,48.4,0,1930,06,01
1930-06-01,D3,0,W4,0,48.4,0,1930,06,01
1930-06-01,D4,0,W0,0.5,48.4,0,1930,06,01
1930-06-01,D4,0,W1,0,48.4,0,1930,06,01
1930-06-01,D4,0,W2,0,48.4,0,1930,06,01
1930-06-01,D4,0,W3,0,48.4,0,1930,06,01
1930-06-01,D4,0,W4,0,48.4,0,1930,06,01
1930-07-01,D0,39.6,W0,1.4,59,0,1930,07,01
1930-07-01,D0,39.6,W1,0.1,59,0,1930,07,01
1930-07-01,D0,39.6,W2,0,59,0,1930,07,01
1930-07-01,D0,39.6,W3,0,59,0,1930,07,01
1930-07-01,D0,39.6,W4,0,59,0,1930,07,01
1930-07-01,D1,13.3,W0,1.4,59,0,1930,07,01
1930-07-01,D1,13.3,W1,0.1,59,0,1930,07,01
1930-07-01,D1,13.3,W2,0,59,0,1930,07,01
1930-07-01,D1,13.3,W3,0,59,0,1930,07,01
1930-07-01,D1,13.3,W4,0,59,0,1930,07,01
1930-07-01,D2,0,W0,1.4,59,0,1930,07,01
1930-07-01,D2,0,W1,0.1,59,0,1930,07,01
1930-07-01,D2,0,W2,0,59,0,1930,07,01
1930-07-01,D2,0,W3,0,59,0,1930,07,01
1930-07-01,D2,0,W4,0,59,0,1930,07,01
1930-07-01,D3,0,W0,1.4,59,0,1930,07,01
1930-07-01,D3,0,W1,0.1,59,0,1930,07,01
1930-07-01,D3,0,W2,0,59,0,1930,07,01
1930-07-01,D3,0,W3,0,59,0,1930,07,01
1930-07-01,D3,0,W4,0,59,0,1930,07,01
1930-07-01,D4,0,W0,1.4,59,0,1930,07,01
1930-07-01,D4,0,W1,0.1,59,0,1930,07,01
1930-07-01,D4,0,W2,0,59,0,1930,07,01
1930-07-01,D4,0,W3,0,59,0,1930,07,01
1930-07-01,D4,0,W4,0,59,0,1930,07,01
1930-08-01,D0,10.3,W0,10.4,79.3,0,1930,08,01
1930-08-01,D0,10.3,W1,1.8,79.3,0,1930,08,01
1930-08-01,D0,10.3,W2,0,79.3,0,1930,08,01
1930-08-01,D0,10.3,W3,0,79.3,0,1930,08,01
1930-08-01,D0,10.3,W4,0,79.3,0,1930,08,01
1930-08-01,D1,0.8,W0,10.4,79.3,0,1930,08,01
1930-08-01,D1,0.8,W1,1.8,79.3,0,1930,08,01
1930-08-01,D1,0.8,W2,0,79.3,0,1930,08,01
1930-08-01,D1,0.8,W3,0,79.3,0,1930,08,01
1930-08-01,D1,0.8,W4,0,79.3,0,1930,08,01
1930-08-01,D2,0,W0,10.4,79.3,0,1930,08,01
1930-08-01,D2,0,W1,1.8,79.3,0,1930,08,01
1930-08-01,D2,0,W2,0,79.3,0,1930,08,01
1930-08-01,D2,0,W3,0,79.3,0,1930,08,01
1930-08-01,D2,0,W4,0,79.3,0,1930,08,01
1930-08-01,D3,0,W0,10.4,79.3,0,1930,08,01
1930-08-01,D3,0,W1,1.8,79.3,0,1930,08,01
1930-08-01,D3,0,W2,0,79.3,0,1930,08,01
1930-08-01,D3,0,W3,0,79.3,0,1930,08,01
1930-08-01,D3,0,W4,0,79.3,0,1930,08,01
1930-08-01,D4,0,W0,10.4,79.3,0,1930,08,01
1930-08-01,D4,0,W1,1.8,79.3,0,1930,08,01
1930-08-01,D4,0,W2,0,79.3,0,1930,08,01
1930-08-01,D4,0,W3,0,79.3,0,1930,08,01
1930-08-01,D4,0,W4,0,79.3,0,1930,08,01
1930-09-01,D0,10.9,W0,13,76.1,0,1930,09,01
1930-09-01,D0,10.9,W1,4.1,76.1,0,1930,09,01
1930-09-01,D0,10.9,W2,0,76.1,0,1930,09,01
1930-09-01,D0,10.9,W3,0,76.1,0,1930,09,01
1930-09-01,D0,10.9,W4,0,76.1,0,1930,09,01
1930-09-01,D1,1.5,W0,13,76.1,0,1930,09,01
1930-09-01,D1,1.5,W1,4.1,76.1,0,1930,09,01
1930-09-01,D1,1.5,W2,0,76.1,0,1930,09,01
1930-09-01,D1,1.5,W3,0,76.1,0,1930,09,01
1930-09-01,D1,1.5,W4,0,76.1,0,1930,09,01
1930-09-01,D2,0,W0,13,76.1,0,1930,09,01
1930-09-01,D2,0,W1,4.1,76.1,0,1930,09,01
1930-09-01,D2,0,W2,0,76.1,0,1930,09,01
1930-09-01,D2,0,W3,0,76.1,0,1930,09,01
1930-09-01,D2,0,W4,0,76.1,0,1930,09,01
1930-09-01,D3,0,W0,13,76.1,0,1930,09,01
1930-09-01,D3,0,W1,4.1,76.1,0,1930,09,01
1930-09-01,D3,0,W2,0,76.1,0,1930,09,01
1930-09-01,D3,0,W3,0,76.1,0,1930,09,01
1930-09-01,D3,0,W4,0,76.1,0,1930,09,01
1930-09-01,D4,0,W0,13,76.1,0,1930,09,01
1930-09-01,D4,0,W1,4.1,76.1,0,1930,09,01
1930-09-01,D4,0,W2,0,76.1,0,1930,09,01
1930-09-01,D4,0,W3,0,76.1,0,1930,09,01
1930-09-01,D4,0,W4,0,76.1,0,1930,09,01
1930-10-01,D0,28.1,W0,1.2,70.7,0,1930,10,01
1930-10-01,D0,28.1,W1,0,70.7,0,1930,10,01
1930-10-01,D0,28.1,W2,0,70.7,0,1930,10,01
1930-10-01,D0,28.1,W3,0,70.7,0,1930,10,01
1930-10-01,D0,28.1,W4,0,70.7,0,1930,10,01
1930-10-01,D1,11.7,W0,1.2,70.7,0,1930,10,01
1930-10-01,D1,11.7,W1,0,70.7,0,1930,10,01
1930-10-01,D1,11.7,W2,0,70.7,0,1930,10,01
1930-10-01,D1,11.7,W3,0,70.7,0,1930,10,01
1930-10-01,D1,11.7,W4,0,70.7,0,1930,10,01
1930-10-01,D2,0.4,W0,1.2,70.7,0,1930,10,01
1930-10-01,D2,0.4,W1,0,70.7,0,1930,10,01
1930-10-01,D2,0.4,W2,0,70.7,0,1930,10,01
1930-10-01,D2,0.4,W3,0,70.7,0,1930,10,01
1930-10-01,D2,0.4,W4,0,70.7,0,1930,10,01
1930-10-01,D3,0,W0,1.2,70.7,0,1930,10,01
1930-10-01,D3,0,W1,0,70.7,0,1930,10,01
1930-10-01,D3,0,W2,0,70.7,0,1930,10,01
1930-10-01,D3,0,W3,0,70.7,0,1930,10,01
1930-10-01,D3,0,W4,0,70.7,0,1930,10,01
1930-10-01,D4,0,W0,1.2,70.7,0,1930,10,01
1930-10-01,D4,0,W1,0,70.7,0,1930,10,01
1930-10-01,D4,0,W2,0,70.7,0,1930,10,01
1930-10-01,D4,0,W3,0,70.7,0,1930,10,01
1930-10-01,D4,0,W4,0,70.7,0,1930,10,01
1930-11-01,D0,34.3,W0,12.6,53.1,0,1930,11,01
1930-11-01,D0,34.3,W1,5.2,53.1,0,1930,11,01
1930-11-01,D0,34.3,W2,0.2,53.1,0,1930,11,01
1930-11-01,D0,34.3,W3,0,53.1,0,1930,11,01
1930-11-01,D0,34.3,W4,0,53.1,0,1930,11,01
1930-11-01,D1,19.3,W0,12.6,53.1,0,1930,11,01
1930-11-01,D1,19.3,W1,5.2,53.1,0,1930,11,01
1930-11-01,D1,19.3,W2,0.2,53.1,0,1930,11,01
1930-11-01,D1,19.3,W3,0,53.1,0,1930,11,01
1930-11-01,D1,19.3,W4,0,53.1,0,1930,11,01
1930-11-01,D2,4.7,W0,12.6,53.1,0,1930,11,01
1930-11-01,D2,4.7,W1,5.2,53.1,0,1930,11,01
1930-11-01,D2,4.7,W2,0.2,53.1,0,1930,11,01
1930-11-01,D2,4.7,W3,0,53.1,0,1930,11,01
1930-11-01,D2,4.7,W4,0,53.1,0,1930,11,01
1930-11-01,D3,0,W0,12.6,53.1,0,1930,11,01
1930-11-01,D3,0,W1,5.2,53.1,0,1930,11,01
1930-11-01,D3,0,W2,0.2,53.1,0,1930,11,01
1930-11-01,D3,0,W3,0,53.1,0,1930,11,01
1930-11-01,D3,0,W4,0,53.1,0,1930,11,01
1930-11-01,D4,0,W0,12.6,53.1,0,1930,11,01
1930-11-01,D4,0,W1,5.2,53.1,0,1930,11,01
1930-11-01,D4,0,W2,0.2,53.1,0,1930,11,01
1930-11-01,D4,0,W3,0,53.1,0,1930,11,01
1930-11-01,D4,0,W4,0,53.1,0,1930,11,01
1930-12-01,D0,82.8,W0,0,17.2,0,1930,12,01
1930-12-01,D0,82.8,W1,0,17.2,0,1930,12,01
1930-12-01,D0,82.8,W2,0,17.2,0,1930,12,01
1930-12-01,D0,82.8,W3,0,17.2,0,1930,12,01
1930-12-01,D0,82.8,W4,0,17.2,0,1930,12,01
1930-12-01,D1,69.2,W0,0,17.2,0,1930,12,01
1930-12-01,D1,69.2,W1,0,17.2,0,1930,12,01
1930-12-01,D1,69.2,W2,0,17.2,0,1930,12,01
1930-12-01,D1,69.2,W3,0,17.2,0,1930,12,01
1930-12-01,D1,69.2,W4,0,17.2,0,1930,12,01
1930-12-01,D2,36.4,W0,0,17.2,0,1930,12,01
1930-12-01,D2,36.4,W1,0,17.2,0,1930,12,01
1930-12-01,D2,36.4,W2,0,17.2,0,1930,12,01
1930-12-01,D2,36.4,W3,0,17.2,0,1930,12,01
1930-12-01,D2,36.4,W4,0,17.2,0,1930,12,01
1930-12-01,D3,8.7,W0,0,17.2,0,1930,12,01
1930-12-01,D3,8.7,W1,0,17.2,0,1930,12,01
1930-12-01,D3,8.7,W2,0,17.2,0,1930,12,01
1930-12-01,D3,8.7,W3,0,17.2,0,1930,12,01
1930-12-01,D3,8.7,W4,0,17.2,0,1930,12,01
1930-12-01,D4,0,W0,0,17.2,0,1930,12,01
1930-12-01,D4,0,W1,0,17.2,0,1930,12,01
1930-12-01,D4,0,W2,0,17.2,0,1930,12,01
1930-12-01,D4,0,W3,0,17.2,0,1930,12,01
1930-12-01,D4,0,W4,0,17.2,0,1930,12,01
1931-01-01,D0,72,W0,0.3,27.7,0,1931,01,01
1931-01-01,D0,72,W1,0,27.7,0,1931,01,01
1931-01-01,D0,72,W2,0,27.7,0,1931,01,01
1931-01-01,D0,72,W3,0,27.7,0,1931,01,01
1931-01-01,D0,72,W4,0,27.7,0,1931,01,01
1931-01-01,D1,55.8,W0,0.3,27.7,0,1931,01,01
1931-01-01,D1,55.8,W1,0,27.7,0,1931,01,01
1931-01-01,D1,55.8,W2,0,27.7,0,1931,01,01
1931-01-01,D1,55.8,W3,0,27.7,0,1931,01,01
1931-01-01,D1,55.8,W4,0,27.7,0,1931,01,01
1931-01-01,D2,20.4,W0,0.3,27.7,0,1931,01,01
1931-01-01,D2,20.4,W1,0,27.7,0,1931,01,01
1931-01-01,D2,20.4,W2,0,27.7,0,1931,01,01
1931-01-01,D2,20.4,W3,0,27.7,0,1931,01,01
1931-01-01,D2,20.4,W4,0,27.7,0,1931,01,01
1931-01-01,D3,7.2,W0,0.3,27.7,0,1931,01,01
1931-01-01,D3,7.2,W1,0,27.7,0,1931,01,01
1931-01-01,D3,7.2,W2,0,27.7,0,1931,01,01
1931-01-01,D3,7.2,W3,0,27.7,0,1931,01,01
1931-01-01,D3,7.2,W4,0,27.7,0,1931,01,01
1931-01-01,D4,0.5,W0,0.3,27.7,0,1931,01,01
1931-01-01,D4,0.5,W1,0,27.7,0,1931,01,01
1931-01-01,D4,0.5,W2,0,27.7,0,1931,01,01
1931-01-01,D4,0.5,W3,0,27.7,0,1931,01,01
1931-01-01,D4,0.5,W4,0,27.7,0,1931,01,01
1931-02-01,D0,65.9,W0,1,33.2,0,1931,02,01
1931-02-01,D0,65.9,W1,0,33.2,0,1931,02,01
1931-02-01,D0,65.9,W2,0,33.2,0,1931,02,01
1931-02-01,D0,65.9,W3,0,33.2,0,1931,02,01
1931-02-01,D0,65.9,W4,0,33.2,0,1931,02,01
1931-02-01,D1,57.4,W0,1,33.2,0,1931,02,01
1931-02-01,D1,57.4,W1,0,33.2,0,1931,02,01
1931-02-01,D1,57.4,W2,0,33.2,0,1931,02,01
1931-02-01,D1,57.4,W3,0,33.2,0,1931,02,01
1931-02-01,D1,57.4,W4,0,33.2,0,1931,02,01
1931-02-01,D2,41.2,W0,1,33.2,0,1931,02,01
1931-02-01,D2,41.2,W1,0,33.2,0,1931,02,01
1931-02-01,D2,41.2,W2,0,33.2,0,1931,02,01
1931-02-01,D2,41.2,W3,0,33.2,0,1931,02,01
1931-02-01,D2,41.2,W4,0,33.2,0,1931,02,01
1931-02-01,D3,19.1,W0,1,33.2,0,1931,02,01
1931-02-01,D3,19.1,W1,0,33.2,0,1931,02,01
1931-02-01,D3,19.1,W2,0,33.2,0,1931,02,01
1931-02-01,D3,19.1,W3,0,33.2,0,1931,02,01
1931-02-01,D3,19.1,W4,0,33.2,0,1931,02,01
1931-02-01,D4,2.5,W0,1,33.2,0,1931,02,01
1931-02-01,D4,2.5,W1,0,33.2,0,1931,02,01
1931-02-01,D4,2.5,W2,0,33.2,0,1931,02,01
1931-02-01,D4,2.5,W3,0,33.2,0,1931,02,01
1931-02-01,D4,2.5,W4,0,33.2,0,1931,02,01
1931-03-01,D0,82.4,W0,0,17.4,0,1931,03,01
1931-03-01,D0,82.4,W1,0,17.4,0,1931,03,01
1931-03-01,D0,82.4,W2,0,17.4,0,1931,03,01
1931-03-01,D0,82.4,W3,0,17.4,0,1931,03,01
1931-03-01,D0,82.4,W4,0,17.4,0,1931,03,01
1931-03-01,D1,70.3,W0,0,17.4,0,1931,03,01
1931-03-01,D1,70.3,W1,0,17.4,0,1931,03,01
1931-03-01,D1,70.3,W2,0,17.4,0,1931,03,01
1931-03-01,D1,70.3,W3,0,17.4,0,1931,03,01
1931-03-01,D1,70.3,W4,0,17.4,0,1931,03,01
1931-03-01,D2,51.6,W0,0,17.4,0,1931,03,01
1931-03-01,D2,51.6,W1,0,17.4,0,1931,03,01
1931-03-01,D2,51.6,W2,0,17.4,0,1931,03,01
1931-03-01,D2,51.6,W3,0,17.4,0,1931,03,01
1931-03-01,D2,51.6,W4,0,17.4,0,1931,03,01
1931-03-01,D3,23.7,W0,0,17.4,0,1931,03,01
1931-03-01,D3,23.7,W1,0,17.4,0,1931,03,01
1931-03-01,D3,23.7,W2,0,17.4,0,1931,03,01
1931-03-01,D3,23.7,W3,0,17.4,0,1931,03,01
1931-03-01,D3,23.7,W4,0,17.4,0,1931,03,01
1931-03-01,D4,2.1,W0,0,17.4,0,1931,03,01
1931-03-01,D4,2.1,W1,0,17.4,0,1931,03,01
1931-03-01,D4,2.1,W2,0,17.4,0,1931,03,01
1931-03-01,D4,2.1,W3,0,17.4,0,1931,03,01
1931-03-01,D4,2.1,W4,0,17.4,0,1931,03,01
1931-04-01,D0,74.2,W0,2.3,23.5,0,1931,04,01
1931-04-01,D0,74.2,W1,0,23.5,0,1931,04,01
1931-04-01,D0,74.2,W2,0,23.5,0,1931,04,01
1931-04-01,D0,74.2,W3,0,23.5,0,1931,04,01
1931-04-01,D0,74.2,W4,0,23.5,0,1931,04,01
1931-04-01,D1,64,W0,2.3,23.5,0,1931,04,01
1931-04-01,D1,64,W1,0,23.5,0,1931,04,01
1931-04-01,D1,64,W2,0,23.5,0,1931,04,01
1931-04-01,D1,64,W3,0,23.5,0,1931,04,01
1931-04-01,D1,64,W4,0,23.5,0,1931,04,01
1931-04-01,D2,46.2,W0,2.3,23.5,0,1931,04,01
1931-04-01,D2,46.2,W1,0,23.5,0,1931,04,01
1931-04-01,D2,46.2,W2,0,23.5,0,1931,04,01
1931-04-01,D2,46.2,W3,0,23.5,0,1931,04,01
1931-04-01,D2,46.2,W4,0,23.5,0,1931,04,01
1931-04-01,D3,25.5,W0,2.3,23.5,0,1931,04,01
1931-04-01,D3,25.5,W1,0,23.5,0,1931,04,01
1931-04-01,D3,25.5,W2,0,23.5,0,1931,04,01
1931-04-01,D3,25.5,W3,0,23.5,0,1931,04,01
1931-04-01,D3,25.5,W4,0,23.5,0,1931,04,01
1931-04-01,D4,2.8,W0,2.3,23.5,0,1931,04,01
1931-04-01,D4,2.8,W1,0,23.5,0,1931,04,01
1931-04-01,D4,2.8,W2,0,23.5,0,1931,04,01
1931-04-01,D4,2.8,W3,0,23.5,0,1931,04,01
1931-04-01,D4,2.8,W4,0,23.5,0,1931,04,01
1931-05-01,D0,72.1,W0,3.5,24.4,0,1931,05,01
1931-05-01,D0,72.1,W1,0.8,24.4,0,1931,05,01
1931-05-01,D0,72.1,W2,0,24.4,0,1931,05,01
1931-05-01,D0,72.1,W3,0,24.4,0,1931,05,01
1931-05-01,D0,72.1,W4,0,24.4,0,1931,05,01
1931-05-01,D1,61.7,W0,3.5,24.4,0,1931,05,01
1931-05-01,D1,61.7,W1,0.8,24.4,0,1931,05,01
1931-05-01,D1,61.7,W2,0,24.4,0,1931,05,01
1931-05-01,D1,61.7,W3,0,24.4,0,1931,05,01
1931-05-01,D1,61.7,W4,0,24.4,0,1931,05,01
1931-05-01,D2,43.3,W0,3.5,24.4,0,1931,05,01
1931-05-01,D2,43.3,W1,0.8,24.4,0,1931,05,01
1931-05-01,D2,43.3,W2,0,24.4,0,1931,05,01
1931-05-01,D2,43.3,W3,0,24.4,0,1931,05,01
1931-05-01,D2,43.3,W4,0,24.4,0,1931,05,01
1931-05-01,D3,22.4,W0,3.5,24.4,0,1931,05,01
1931-05-01,D3,22.4,W1,0.8,24.4,0,1931,05,01
1931-05-01,D3,22.4,W2,0,24.4,0,1931,05,01
1931-05-01,D3,22.4,W3,0,24.4,0,1931,05,01
1931-05-01,D3,22.4,W4,0,24.4,0,1931,05,01
1931-05-01,D4,2.6,W0,3.5,24.4,0,1931,05,01
1931-05-01,D4,2.6,W1,0.8,24.4,0,1931,05,01
1931-05-01,D4,2.6,W2,0,24.4,0,1931,05,01
1931-05-01,D4,2.6,W3,0,24.4,0,1931,05,01
1931-05-01,D4,2.6,W4,0,24.4,0,1931,05,01
1931-06-01,D0,66.3,W0,5.2,28.5,0,1931,06,01
1931-06-01,D0,66.3,W1,2.3,28.5,0,1931,06,01
1931-06-01,D0,66.3,W2,0,28.5,0,1931,06,01
1931-06-01,D0,66.3,W3,0,28.5,0,1931,06,01
1931-06-01,D0,66.3,W4,0,28.5,0,1931,06,01
1931-06-01,D1,57.4,W0,5.2,28.5,0,1931,06,01
1931-06-01,D1,57.4,W1,2.3,28.5,0,1931,06,01
1931-06-01,D1,57.4,W2,0,28.5,0,1931,06,01
1931-06-01,D1,57.4,W3,0,28.5,0,1931,06,01
1931-06-01,D1,57.4,W4,0,28.5,0,1931,06,01
1931-06-01,D2,38.7,W0,5.2,28.5,0,1931,06,01
1931-06-01,D2,38.7,W1,2.3,28.5,0,1931,06,01
1931-06-01,D2,38.7,W2,0,28.5,0,1931,06,01
1931-06-01,D2,38.7,W3,0,28.5,0,1931,06,01
1931-06-01,D2,38.7,W4,0,28.5,0,1931,06,01
1931-06-01,D3,16.5,W0,5.2,28.5,0,1931,06,01
1931-06-01,D3,16.5,W1,2.3,28.5,0,1931,06,01
1931-06-01,D3,16.5,W2,0,28.5,0,1931,06,01
1931-06-01,D3,16.5,W3,0,28.5,0,1931,06,01
1931-06-01,D3,16.5,W4,0,28.5,0,1931,06,01
1931-06-01,D4,3.9,W0,5.2,28.5,0,1931,06,01
1931-06-01,D4,3.9,W1,2.3,28.5,0,1931,06,01
1931-06-01,D4,3.9,W2,0,28.5,0,1931,06,01
1931-06-01,D4,3.9,W3,0,28.5,0,1931,06,01
1931-06-01,D4,3.9,W4,0,28.5,0,1931,06,01
1931-07-01,D0,64.6,W0,5.3,30.2,0,1931,07,01
1931-07-01,D0,64.6,W1,2.1,30.2,0,1931,07,01
1931-07-01,D0,64.6,W2,0,30.2,0,1931,07,01
1931-07-01,D0,64.6,W3,0,30.2,0,1931,07,01
1931-07-01,D0,64.6,W4,0,30.2,0,1931,07,01
1931-07-01,D1,54.4,W0,5.3,30.2,0,1931,07,01
1931-07-01,D1,54.4,W1,2.1,30.2,0,1931,07,01
1931-07-01,D1,54.4,W2,0,30.2,0,1931,07,01
1931-07-01,D1,54.4,W3,0,30.2,0,1931,07,01
1931-07-01,D1,54.4,W4,0,30.2,0,1931,07,01
1931-07-01,D2,31.2,W0,5.3,30.2,0,1931,07,01
1931-07-01,D2,31.2,W1,2.1,30.2,0,1931,07,01
1931-07-01,D2,31.2,W2,0,30.2,0,1931,07,01
1931-07-01,D2,31.2,W3,0,30.2,0,1931,07,01
1931-07-01,D2,31.2,W4,0,30.2,0,1931,07,01
1931-07-01,D3,11.7,W0,5.3,30.2,0,1931,07,01
1931-07-01,D3,11.7,W1,2.1,30.2,0,1931,07,01
1931-07-01,D3,11.7,W2,0,30.2,0,1931,07,01
1931-07-01,D3,11.7,W3,0,30.2,0,1931,07,01
1931-07-01,D3,11.7,W4,0,30.2,0,1931,07,01
1931-07-01,D4,1.9,W0,5.3,30.2,0,1931,07,01
1931-07-01,D4,1.9,W1,2.1,30.2,0,1931,07,01
1931-07-01,D4,1.9,W2,0,30.2,0,1931,07,01
1931-07-01,D4,1.9,W3,0,30.2,0,1931,07,01
1931-07-01,D4,1.9,W4,0,30.2,0,1931,07,01
1931-08-01,D0,61.1,W0,12.6,26.3,0,1931,08,01
1931-08-01,D0,61.1,W1,9,26.3,0,1931,08,01
1931-08-01,D0,61.1,W2,3,26.3,0,1931,08,01
1931-08-01,D0,61.1,W3,0,26.3,0,1931,08,01
1931-08-01,D0,61.1,W4,0,26.3,0,1931,08,01
1931-08-01,D1,52.3,W0,12.6,26.3,0,1931,08,01
1931-08-01,D1,52.3,W1,9,26.3,0,1931,08,01
1931-08-01,D1,52.3,W2,3,26.3,0,1931,08,01
1931-08-01,D1,52.3,W3,0,26.3,0,1931,08,01
1931-08-01,D1,52.3,W4,0,26.3,0,1931,08,01
1931-08-01,D2,30.9,W0,12.6,26.3,0,1931,08,01
1931-08-01,D2,30.9,W1,9,26.3,0,1931,08,01
1931-08-01,D2,30.9,W2,3,26.3,0,1931,08,01
1931-08-01,D2,30.9,W3,0,26.3,0,1931,08,01
1931-08-01,D2,30.9,W4,0,26.3,0,1931,08,01
1931-08-01,D3,10.7,W0,12.6,26.3,0,1931,08,01
1931-08-01,D3,10.7,W1,9,26.3,0,1931,08,01
1931-08-01,D3,10.7,W2,3,26.3,0,1931,08,01
1931-08-01,D3,10.7,W3,0,26.3,0,1931,08,01
1931-08-01,D3,10.7,W4,0,26.3,0,1931,08,01
1931-08-01,D4,2.7,W0,12.6,26.3,0,1931,08,01
1931-08-01,D4,2.7,W1,9,26.3,0,1931,08,01
1931-08-01,D4,2.7,W2,3,26.3,0,1931,08,01
1931-08-01,D4,2.7,W3,0,26.3,0,1931,08,01
1931-08-01,D4,2.7,W4,0,26.3,0,1931,08,01
1931-09-01,D0,44.4,W0,20.2,35.4,0,1931,09,01
1931-09-01,D0,44.4,W1,13.6,35.4,0,1931,09,01
1931-09-01,D0,44.4,W2,6.4,35.4,0,1931,09,01
1931-09-01,D0,44.4,W3,2.7,35.4,0,1931,09,01
1931-09-01,D0,44.4,W4,0,35.4,0,1931,09,01
1931-09-01,D1,29.3,W0,20.2,35.4,0,1931,09,01
1931-09-01,D1,29.3,W1,13.6,35.4,0,1931,09,01
1931-09-01,D1,29.3,W2,6.4,35.4,0,1931,09,01
1931-09-01,D1,29.3,W3,2.7,35.4,0,1931,09,01
1931-09-01,D1,29.3,W4,0,35.4,0,1931,09,01
1931-09-01,D2,6.9,W0,20.2,35.4,0,1931,09,01
1931-09-01,D2,6.9,W1,13.6,35.4,0,1931,09,01
1931-09-01,D2,6.9,W2,6.4,35.4,0,1931,09,01
1931-09-01,D2,6.9,W3,2.7,35.4,0,1931,09,01
1931-09-01,D2,6.9,W4,0,35.4,0,1931,09,01
1931-09-01,D3,3,W0,20.2,35.4,0,1931,09,01
1931-09-01,D3,3,W1,13.6,35.4,0,1931,09,01
1931-09-01,D3,3,W2,6.4,35.4,0,1931,09,01
1931-09-01,D3,3,W3,2.7,35.4,0,1931,09,01
1931-09-01,D3,3,W4,0,35.4,0,1931,09,01
1931-09-01,D4,0.8,W0,20.2,35.4,0,1931,09,01
1931-09-01,D4,0.8,W1,13.6,35.4,0,1931,09,01
1931-09-01,D4,0.8,W2,6.4,35.4,0,1931,09,01
1931-09-01,D4,0.8,W3,2.7,35.4,0,1931,09,01
1931-09-01,D4,0.8,W4,0,35.4,0,1931,09,01
1931-10-01,D0,53.3,W0,25,21.8,0,1931,10,01
1931-10-01,D0,53.3,W1,16.4,21.8,0,1931,10,01
1931-10-01,D0,53.3,W2,11.5,21.8,0,1931,10,01
1931-10-01,D0,53.3,W3,6.1,21.8,0,1931,10,01
1931-10-01,D0,53.3,W4,0.6,21.8,0,1931,10,01
1931-10-01,D1,40.5,W0,25,21.8,0,1931,10,01
1931-10-01,D1,40.5,W1,16.4,21.8,0,1931,10,01
1931-10-01,D1,40.5,W2,11.5,21.8,0,1931,10,01
1931-10-01,D1,40.5,W3,6.1,21.8,0,1931,10,01
1931-10-01,D1,40.5,W4,0.6,21.8,0,1931,10,01
1931-10-01,D2,3.8,W0,25,21.8,0,1931,10,01
1931-10-01,D2,3.8,W1,16.4,21.8,0,1931,10,01
1931-10-01,D2,3.8,W2,11.5,21.8,0,1931,10,01
1931-10-01,D2,3.8,W3,6.1,21.8,0,1931,10,01
1931-10-01,D2,3.8,W4,0.6,21.8,0,1931,10,01
1931-10-01,D3,0,W0,25,21.8,0,1931,10,01
1931-10-01,D3,0,W1,16.4,21.8,0,1931,10,01
1931-10-01,D3,0,W2,11.5,21.8,0,1931,10,01
1931-10-01,D3,0,W3,6.1,21.8,0,1931,10,01
1931-10-01,D3,0,W4,0.6,21.8,0,1931,10,01
1931-10-01,D4,0,W0,25,21.8,0,1931,10,01
1931-10-01,D4,0,W1,16.4,21.8,0,1931,10,01
1931-10-01,D4,0,W2,11.5,21.8,0,1931,10,01
1931-10-01,D4,0,W3,6.1,21.8,0,1931,10,01
1931-10-01,D4,0,W4,0.6,21.8,0,1931,10,01
1931-11-01,D0,34.1,W0,30.1,35.8,0,1931,11,01
1931-11-01,D0,34.1,W1,21.8,35.8,0,1931,11,01
1931-11-01,D0,34.1,W2,4,35.8,0,1931,11,01
